hunt_code,row_count,source_count,source_names,source_families,species,unit,weapon,has_core_metadata,has_any_high_conf,has_any_medium_conf,has_draw_source,has_harvest_source,audit_confidence,needs_manual_review,audit_reasons
DB1604,5,5,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_deer_odds.pdf; 24_lifetime_deer.pdf; 24_youth_deer.pdf,general_season_deer; harvest_or_results; limited_entry_bonus; youth_misc,Deer,East Canyon,Archery,True,True,False,True,True,HIGH,False,
DB1605,5,5,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_deer_odds.pdf; 24_lifetime_deer.pdf; 24_youth_deer.pdf,general_season_deer; harvest_or_results; limited_entry_bonus; youth_misc,Deer,East Canyon,Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1606,5,5,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_deer_odds.pdf; 24_lifetime_deer.pdf; 24_youth_deer.pdf,general_season_deer; harvest_or_results; limited_entry_bonus; youth_misc,Deer,East Canyon,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1607,5,5,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_deer_odds.pdf; 24_lifetime_deer.pdf; 24_youth_deer.pdf,general_season_deer; harvest_or_results; limited_entry_bonus; youth_misc,Deer,Morgan-South Rich,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1608,5,5,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_deer_odds.pdf; 24_lifetime_deer.pdf; 24_youth_deer.pdf,general_season_deer; harvest_or_results; limited_entry_bonus; youth_misc,Deer,Morgan-South Rich,Archery,True,True,False,True,True,HIGH,False,
DB1609,5,5,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_deer_odds.pdf; 24_lifetime_deer.pdf; 24_youth_deer.pdf,general_season_deer; harvest_or_results; limited_entry_bonus; youth_misc,Deer,Morgan-South Rich,Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1610,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_deer_odds.pdf; 24_lifetime_deer.pdf,general_season_deer; harvest_or_results; limited_entry_bonus,Deer,Morgan-South Rich,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1770,3,3,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Box Elder,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1771,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Cache,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1772,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Manti/San Rafael,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1773,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Nebo,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1775,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Fillmore,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1777,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Kamas,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1778,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,La Sal Mtns,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1779,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Monroe,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1780,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Mt Dutton,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1781,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Nine Mile,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1782,3,3,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,North Slope,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1783,3,3,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Ogden,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1785,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Panguitch Lake,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1786,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Pine Valley,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1787,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Boulder/Kaiparowits,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1788,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Fishlake,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1790,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,"San Juan, Abajo Mtns",Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1791,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Vernal/Bonanza,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1792,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Yellowstone,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1793,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Southwest Desert,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1794,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,"Wasatch Mtns, East",Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1795,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,"Wasatch Mtns, West",Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1798,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Zion,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1799,3,3,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Chalk Creek,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1800,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,East Canyon,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DB1801,4,4,2024_gs_buck_deer_hr.pdf; 24_bg_report.pdf; 24_dh_odds.pdf; 24_youth_dh_odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Morgan-South Rich,Dedicated Hunter,True,True,False,True,True,HIGH,False,
DS6600,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,Henry Mtns,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DS6601,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,"Kaiparowits, East",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DS6603,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,"Kaiparowits, West",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DS6604,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,"La Sal, Potash/South Cisco",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DS6606,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,"San Juan, Lockhart",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DS6607,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,"San Juan, South",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DS6608,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,"San Rafael, Dirty Devil",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DS6609,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,"San Rafael, North",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DS6610,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,"San Rafael, South",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DS6611,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,Zion,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DS6620,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,"Pine Valley, Virgin River",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DS6621,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,"Pine Valley, Beaver Dam",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DS6622,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,"San Juan, North",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DS6623,2,2,2024_le_oial_all.pdf; 24_bg-odds.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,"San Juan, San Juan River",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DS6624,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,"San Rafael, Dirty Devil",Archery,True,True,False,True,True,HIGH,False,
DS6625,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Desert Bighorn Sheep,Mineral Mtns,Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3000,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Beaver, East",Archery,True,True,False,True,True,HIGH,False,
EB3002,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Book Cliffs, Little Creek Roadless",Archery,True,True,False,True,True,HIGH,False,
EB3003,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Cache, Meadowville",Archery,True,True,False,True,True,HIGH,False,
EB3005,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Cache, South",Archery,True,True,False,True,True,HIGH,False,
EB3006,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Manti,Archery,True,True,False,True,True,HIGH,False,
EB3008,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Fillmore, Pahvant",Archery,True,True,False,True,True,HIGH,False,
EB3009,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,La Sal Mtns,Archery,True,True,False,True,True,HIGH,False,
EB3010,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Monroe,Archery,True,True,False,True,True,HIGH,False,
EB3011,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Mt Dutton,Archery,True,True,False,True,True,HIGH,False,
EB3013,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"North Slope, Three Corners",Archery,True,True,False,True,True,HIGH,False,
EB3015,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Panguitch Lake,Archery,True,True,False,True,True,HIGH,False,
EB3018,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Fishlake/Thousand Lakes,Archery,True,True,False,True,True,HIGH,False,
EB3019,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,San Juan Bull Elk,Archery,True,True,False,True,True,HIGH,False,
EB3020,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Diamond Mtn,Archery,True,True,False,True,True,HIGH,False,
EB3022,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Wasatch Mtns,Archery,True,True,False,True,True,HIGH,False,
EB3024,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Beaver, East",Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3025,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Beaver, East",Late Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3028,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Book Cliffs, Little Creek Roadless",Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3031,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Box Elder, Pilot Mtn",Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3032,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Cache, Meadowville",Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3033,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Cache, Meadowville",Late Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3036,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Cache, South",Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3037,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Cache, South",Late Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3038,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Manti,Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3039,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Manti,Late Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3042,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Fillmore, Pahvant",Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3043,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Fillmore, Pahvant",Late Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3044,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Dolores Triangle,Late Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3045,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,La Sal Mtns,Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3046,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,La Sal Mtns,Late Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3047,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Monroe,Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3048,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Monroe,Late Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3049,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Mt Dutton,Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3050,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Mt Dutton,Late Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3053,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"North Slope, Three Corners",Mid Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3056,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Panguitch Lake,Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3057,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Panguitch Lake,Late Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3063,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Fishlake/Thousand Lakes,Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3064,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Fishlake/Thousand Lakes,Mid Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3065,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Fishlake/Thousand Lakes,Late Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3066,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,San Juan Bull Elk,Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3067,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,San Juan Bull Elk,Late Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3068,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Diamond Mtn,Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3069,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Diamond Mtn,Mid Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3072,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Wasatch Mtns,Early Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3073,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Wasatch Mtns,Late Any Legal Weapon,True,True,False,True,True,HIGH,False,
EB3077,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Beaver, East",Muzzleloader,True,True,False,True,True,HIGH,False,
EB3079,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Book Cliffs, Little Creek Roadless",Muzzleloader,True,True,False,True,True,HIGH,False,
EB3081,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Cache, Meadowville",Muzzleloader,True,True,False,True,True,HIGH,False,
EB3083,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Cache, South",Muzzleloader,True,True,False,True,True,HIGH,False,
EB3084,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Manti,Muzzleloader,True,True,False,True,True,HIGH,False,
EB3086,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Fillmore, Pahvant",Muzzleloader,True,True,False,True,True,HIGH,False,
EB3087,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,La Sal Mtns,Muzzleloader,True,True,False,True,True,HIGH,False,
EB3088,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Monroe,Muzzleloader,True,True,False,True,True,HIGH,False,
EB3089,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Mt Dutton,Muzzleloader,True,True,False,True,True,HIGH,False,
EB3091,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"North Slope, Three Corners",Muzzleloader,True,True,False,True,True,HIGH,False,
EB3093,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Panguitch Lake,Muzzleloader,True,True,False,True,True,HIGH,False,
EB3096,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Fishlake/Thousand Lakes,Muzzleloader,True,True,False,True,True,HIGH,False,
EB3097,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,San Juan Bull Elk,Muzzleloader,True,True,False,True,True,HIGH,False,
EB3098,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Diamond Mtn,Muzzleloader,True,True,False,True,True,HIGH,False,
EB3100,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Wasatch Mtns,Muzzleloader,True,True,False,True,True,HIGH,False,
EB3102,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Beaver, East",Multiseason,True,True,False,True,True,HIGH,False,
EB3104,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Book Cliffs, Little Creek Roadless",Multiseason,True,True,False,True,True,HIGH,False,
EB3105,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Cache, Meadowville",Multiseason,True,True,False,True,True,HIGH,False,
EB3107,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Cache, South",Multiseason,True,True,False,True,True,HIGH,False,
EB3108,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Manti,Multiseason,True,True,False,True,True,HIGH,False,
EB3110,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"Fillmore, Pahvant",Multiseason,True,True,False,True,True,HIGH,False,
EB3111,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,La Sal Mtns,Multiseason,True,True,False,True,True,HIGH,False,
EB3112,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Monroe,Multiseason,True,True,False,True,True,HIGH,False,
EB3113,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Mt Dutton,Multiseason,True,True,False,True,True,HIGH,False,
EB3115,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,"North Slope, Three Corners",Multiseason,True,True,False,True,True,HIGH,False,
EB3117,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Elk,Panguitch Lake,Multiseason,True,True,False,True,True,HIGH,False,
