hunt_code,row_count,source_count,source_names,source_families,species,unit,weapon,has_core_metadata,has_any_high_conf,has_any_medium_conf,has_draw_source,has_harvest_source,audit_confidence,needs_manual_review,audit_reasons
BI6535,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Bison,"Book Cliffs, Bitter Creek",Any Legal Weapon,True,True,False,True,True,HIGH,False,
BI6536,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Bison,"Book Cliffs, Bitter Creek",Any Legal Weapon,True,True,False,True,True,HIGH,False,
BI6537,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Bison,"Book Cliffs, Little Creek/South",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1000,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Henry Mtns,Archery,True,True,False,True,True,HIGH,False,
DB1001,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Paunsaugunt,Archery,True,True,False,True,True,HIGH,False,
DB1002,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Antelope Island,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1003,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Henry Mtns,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1004,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Paunsaugunt,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1005,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Henry Mtns,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1006,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Paunsaugunt,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1007,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Henry Mtns,Multiseason,True,True,False,True,True,HIGH,False,
DB1008,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Paunsaugunt,Multiseason,True,True,False,True,True,HIGH,False,
DB1010,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Paunsaugunt,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1011,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Book Cliffs,Archery,True,True,False,True,True,HIGH,False,
DB1012,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"Fillmore, Oak Creek LE",Archery,True,True,False,True,True,HIGH,False,
DB1013,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Dolores Triangle,Archery,True,True,False,True,True,HIGH,False,
DB1014,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"San Juan, Elk Ridge",Archery,True,True,False,True,True,HIGH,False,
DB1015,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Diamond Mtn,Archery,True,True,False,True,True,HIGH,False,
DB1016,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"West Desert, Vernon",Archery,True,True,False,True,True,HIGH,False,
DB1017,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"Book Cliffs, North",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1018,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"Book Cliffs, South",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1019,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"Fillmore, Oak Creek LE",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1020,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Dolores Triangle,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1022,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"San Juan, Elk Ridge",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1023,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Diamond Mtn,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1024,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"West Desert, Vernon",Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1025,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Book Cliffs,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1026,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"Cache, Crawford Mtn",Muzzleloader,True,True,False,True,True,HIGH,False,
DB1028,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Fillmore,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1029,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"Fillmore, Oak Creek LE",Muzzleloader,True,True,False,True,True,HIGH,False,
DB1030,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Kamas,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1031,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Dolores Triangle,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1032,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Monroe,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1033,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Nine Mile,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1034,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Pine Valley,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1037,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"San Juan, Elk Ridge",Muzzleloader,True,True,False,True,True,HIGH,False,
DB1038,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Diamond Mtn,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1039,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Yellowstone,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1040,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Southwest Desert,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1041,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"Wasatch Mtns, East",Muzzleloader,True,True,False,True,True,HIGH,False,
DB1042,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"West Desert, Vernon",Muzzleloader,True,True,False,True,True,HIGH,False,
DB1043,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Zion,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1044,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Book Cliffs,Multiseason,True,True,False,True,True,HIGH,False,
DB1045,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"Fillmore, Oak Creek LE",Multiseason,True,True,False,True,True,HIGH,False,
DB1046,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"San Juan, Elk Ridge",Multiseason,True,True,False,True,True,HIGH,False,
DB1047,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Diamond Mtn,Multiseason,True,True,False,True,True,HIGH,False,
DB1048,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"West Desert, Vernon",Multiseason,True,True,False,True,True,HIGH,False,
DB1053,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Mt Dutton,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1054,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Ogden,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1055,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Fishlake,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1058,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Paunsaugunt,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1065,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,North Slope,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1073,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Paunsaugunt,Archery,True,True,False,True,True,HIGH,False,
DB1074,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Paunsaugunt,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1077,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Box Elder,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1078,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Cache,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1079,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Manti/San Rafael,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1080,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Nebo,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1081,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,La Sal Mtns,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1083,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Panguitch Lake,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1084,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Boulder/Kaiparowits,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1085,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"San Juan, Abajo Mtns",Muzzleloader,True,True,False,True,True,HIGH,False,
DB1086,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Vernal/Bonanza,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1087,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"Wasatch Mtns, West",Muzzleloader,True,True,False,True,True,HIGH,False,
DB1090,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,"Book Cliffs, Floy Canyon",HAMSS,True,True,False,True,True,HIGH,False,
DB1091,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Kaiparowits HAMSS,HAMSS,True,True,False,True,True,HIGH,False,
DB1100,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Chalk Creek,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1101,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,East Canyon,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1103,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Morgan-South Rich,Muzzleloader,True,True,False,True,True,HIGH,False,
DB1105,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,East Canyon,HAMSS,True,True,False,True,True,HIGH,False,
DB1200,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Alton,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1201,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Alton,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1202,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Antelope Creek,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1203,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Avintaquin Canyon,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1204,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Bally Watts,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1206,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Bear Mountain,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1207,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Bear Springs,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1208,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Black Hawk,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1209,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Blind Spring,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1211,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Blue Spring Hills,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1212,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Bluebell,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1213,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Boobe Hole,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1215,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Buckhorn Ranch,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1217,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Causey Spring,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1219,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Chimney Rock,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1222,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Coldwater Ranch,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1224,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Cotton Thomas,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1227,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Deer Haven,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1228,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Deseret,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1229,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Dilly Ranch,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1230,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Double R Ranch,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1231,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Dove Creek,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1232,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Durst Mountain,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1233,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,East Fork Chalk Creek,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1234,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,East Zion,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1236,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Engineer Springs,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1237,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Ensign Ranches,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1238,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Folley Ridge,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1239,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Fort Ranch,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1240,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,George Creek,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1241,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Golden Spike,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1242,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Grass Valley/Clark Canyon,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1243,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Grazing Pasture,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1244,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Green Canyon,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1245,2,2,2024_le_oial_all.pdf; 24_bg-odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Guildersleeve,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1246,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Hardscrabble,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1248,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Heaston East,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1249,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Hiawatha,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1250,2,2,2024_le_oial_all.pdf; 24_bg-odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Indian Creek,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1251,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Indian Head,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1252,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Ingham Peak,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1253,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Circle E Ranch,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1255,2,2,2024_le_oial_all.pdf; 24_bg-odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Johnson Mountain Ranch,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1256,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Junction Valley,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1259,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Lone Tree Tunnel Hollow,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1260,2,2,2024_le_oial_all.pdf; 24_bg-odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Middle Ridge,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1261,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Minnie Maud Ridge,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1263,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Moon Ranch,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1264,3,3,2024_le_oial_all.pdf; 24_bg-odds.pdf; 24_bg_report.pdf,harvest_or_results; limited_entry_bonus,Deer,Mountain Meadow,Any Legal Weapon,True,True,False,True,True,HIGH,False,
DB1265,2,2,2024_le_oial_all.pdf; 24_bg-odds.pdf,harvest_or_results; limited_entry_bonus,Deer,Mountain Top,Any Legal Weapon,True,True,False,True,True,HIGH,False,
