hunt_code,hunt_name,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,source_file,permits_2025_res,permits_2025_nr,permits_2025_total,permit_overlay_source,permit_fill_note
DB1536,Fillmore,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,920,buck_deer.xlsx,,,,,
DB1538,Kamas,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,400,buck_deer.xlsx,,,,,
DB1539,La Sal Mtns,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,1080,buck_deer.xlsx,,,,,
DB1540,Monroe,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,660,buck_deer.xlsx,,,,,
DB1541,Mt Dutton,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,240,buck_deer.xlsx,,,,,
DB1542,Nine Mile,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,560,buck_deer.xlsx,,,,,
DB1543,North Slope,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,1240,buck_deer.xlsx,,,,,
DB1544,Ogden,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,1620,buck_deer.xlsx,,,,,
DB1546,Panguitch Lake,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,1000,buck_deer.xlsx,,,,,
DB1547,Pine Valley,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,1200,buck_deer.xlsx,,,,,
DB1549,Fishlake,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,520,buck_deer.xlsx,,,,,
DB1551,"San Juan, Abajo Mtns",Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,1680,buck_deer.xlsx,,,,,
DB1552,Vernal/Bonanza,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,700,buck_deer.xlsx,,,,,
DB1553,Yellowstone,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,840,buck_deer.xlsx,,,,,
DB1554,Southwest Desert,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,300,buck_deer.xlsx,,,,,
DB1555,"Wasatch Mtns, East",Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,3900,buck_deer.xlsx,,,,,
DB1556,"Wasatch Mtns, West",Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,4740,buck_deer.xlsx,,,,,
DB1559,Zion,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,1350,buck_deer.xlsx,,,,,
DB1561,Box Elder,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1040,buck_deer.xlsx,,,,,
DB1563,Manti/San Rafael,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1800,buck_deer.xlsx,,,,,
DB1564,Nebo,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1060,buck_deer.xlsx,,,,,
DB1566,Fillmore,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,460,buck_deer.xlsx,,,,,
DB1568,Kamas,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,200,buck_deer.xlsx,,,,,
DB1569,La Sal Mtns,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,360,buck_deer.xlsx,,,,,
DB1570,Monroe,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,220,buck_deer.xlsx,,,,,
DB1571,Mt Dutton,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,80,buck_deer.xlsx,,,,,
DB1572,Nine Mile,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,280,buck_deer.xlsx,,,,,
DB1573,North Slope,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,620,buck_deer.xlsx,,,,,
DB1574,Ogden,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,540,buck_deer.xlsx,,,,,
DB1576,Panguitch Lake,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,500,buck_deer.xlsx,,,,,
DB1577,Pine Valley,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,600,buck_deer.xlsx,,,,,
DB1579,Fishlake,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,260,buck_deer.xlsx,,,,,
DB1581,"San Juan, Abajo Mtns",Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,560,buck_deer.xlsx,,,,,
DB1582,Vernal/Bonanza,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,280,buck_deer.xlsx,,,,,
DB1583,Yellowstone,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,280,buck_deer.xlsx,,,,,
DB1584,Southwest Desert,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,100,buck_deer.xlsx,,,,,
DB1585,"Wasatch Mtns, East",Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1300,buck_deer.xlsx,,,,,
DB1586,"Wasatch Mtns, West",Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1580,buck_deer.xlsx,,,,,
DB1589,Zion,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,675,buck_deer.xlsx,,,,,
DB1591,Fillmore,Male Only,Deer,Any Legal Weapon,General Season,Oct 07 2026 - Oct 11 2026,,,460,buck_deer.xlsx,,,,,
DB1592,Kamas,Male Only,Deer,Any Legal Weapon,General Season,Oct 07 2026 - Oct 11 2026,,,200,buck_deer.xlsx,,,,,
DB1593,Nine Mile,Male Only,Deer,Any Legal Weapon,General Season,Oct 07 2026 - Oct 11 2026,,,280,buck_deer.xlsx,,,,,
DB1594,Panguitch Lake,Male Only,Deer,Any Legal Weapon,General Season,Oct 07 2026 - Oct 11 2026,,,500,buck_deer.xlsx,,,,,
DB1595,Pine Valley,Male Only,Deer,Any Legal Weapon,General Season,Oct 07 2026 - Oct 11 2026,,,600,buck_deer.xlsx,,,,,
DB1596,Fishlake,Male Only,Deer,Any Legal Weapon,General Season,Oct 07 2026 - Oct 11 2026,,,260,buck_deer.xlsx,,,,,
DB1597,Zion,Male Only,Deer,Any Legal Weapon,General Season,Oct 07 2026 - Oct 11 2026,,,675,buck_deer.xlsx,,,,,
DB1598,North Slope,Male Only,Deer,Any Legal Weapon,General Season,Oct 07 2026 - Oct 11 2026,,,620,buck_deer.xlsx,,,,,
DB1599,Chalk Creek,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,880,buck_deer.xlsx,,,,,
DB1600,Chalk Creek,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,440,buck_deer.xlsx,,,,,
DB1601,Chalk Creek,Male Only,Deer,Any Legal Weapon,General Season,Oct 07 2026 - Oct 11 2026,,,440,buck_deer.xlsx,,,,,
DB1602,Chalk Creek,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,440,buck_deer.xlsx,,,,,
DB1603,East Canyon,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,760,buck_deer.xlsx,,,,,
DB1604,East Canyon,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,380,buck_deer.xlsx,,,,,
DB1605,East Canyon,Male Only,Deer,Any Legal Weapon,General Season,Oct 07 2026 - Oct 11 2026,,,380,buck_deer.xlsx,,,,,
DB1606,East Canyon,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,380,buck_deer.xlsx,,,,,
DB1607,Morgan-South Rich,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,640,buck_deer.xlsx,,,,,
DB1608,Morgan-South Rich,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,320,buck_deer.xlsx,,,,,
DB1609,Morgan-South Rich,Male Only,Deer,Any Legal Weapon,General Season,Oct 07 2026 - Oct 11 2026,,,320,buck_deer.xlsx,,,,,
DB1610,Morgan-South Rich,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,320,buck_deer.xlsx,,,,,
DB1611,"Beaver, East",Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,440,buck_deer.xlsx,,,,,
DB1612,"Beaver, East",Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,440,buck_deer.xlsx,,,,,
DB1613,"Beaver, East",Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,1320,buck_deer.xlsx,,,,,
DB1614,"Beaver, West",Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,130,buck_deer.xlsx,,,,,
DB1615,"Beaver, West",Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,130,buck_deer.xlsx,,,,,
DB1616,"Beaver, West",Male Only,Deer,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,,,390,buck_deer.xlsx,,,,,
DB1617,"West Desert, Swasey",Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,80,buck_deer.xlsx,,,,,
DB1618,"West Desert, Swasey",Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,80,buck_deer.xlsx,,,,,
DB1619,"West Desert, Swasey",Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,240,buck_deer.xlsx,,,,,
DB1620,Oquirrh/Tintic,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,450,buck_deer.xlsx,,,,,
DB1621,Oquirrh/Tintic,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,450,buck_deer.xlsx,,,,,
DB1622,Oquirrh/Tintic,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,1350,buck_deer.xlsx,,,,,
DB1623,Cedar/Stansbury,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,250,buck_deer.xlsx,,,,,
DB1624,Cedar/Stansbury,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,250,buck_deer.xlsx,,,,,
DB1625,Cedar/Stansbury,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,750,buck_deer.xlsx,,,,,
DB1627,Cache,Male Only,Deer,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,,,3480,buck_deer.xlsx,,,,,
DB1628,Cache,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,1160,buck_deer.xlsx,,,,,
DB1629,Boulder/Kaiparowits,Male Only,Deer,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,,,960,buck_deer.xlsx,,,,,
DB1630,Boulder/Kaiparowits,Male Only,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,720,buck_deer.xlsx,,,,,
DB1631,Box Elder,Male Only,Deer,Any Legal Weapon,General Season,Oct 07 2026 - Oct 11 2026,,,1040,buck_deer.xlsx,,,,,
DB1770,Box Elder,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,688,buck_deer.xlsx,,,,,
DB1771,Cache,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,588,buck_deer.xlsx,,,,,
DB1772,Manti/San Rafael,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,573,buck_deer.xlsx,,,,,
DB1773,Nebo,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,349,buck_deer.xlsx,,,,,
DB1775,Fillmore,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,42,buck_deer.xlsx,,,,,
DB1777,Kamas,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,55,buck_deer.xlsx,,,,,
DB1778,La Sal Mtns,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,67,buck_deer.xlsx,,,,,
DB1779,Monroe,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,45,buck_deer.xlsx,,,,,
DB1780,Mt Dutton,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,26,buck_deer.xlsx,,,,,
DB1781,Nine Mile,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,62,buck_deer.xlsx,,,,,
DB1782,North Slope,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,340,buck_deer.xlsx,,,,,
DB1783,Ogden,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,297,buck_deer.xlsx,,,,,
DB1785,Panguitch Lake,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,112,buck_deer.xlsx,,,,,
DB1786,Pine Valley,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,228,buck_deer.xlsx,,,,,
DB1787,Boulder/Kaiparowits,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,70,buck_deer.xlsx,,,,,
DB1788,Fishlake,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,49,buck_deer.xlsx,,,,,
DB1790,"San Juan, Abajo Mtns",Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,261,buck_deer.xlsx,,,,,
DB1791,Vernal/Bonanza,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,45,buck_deer.xlsx,,,,,
DB1792,Yellowstone,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,63,buck_deer.xlsx,,,,,
DB1793,Southwest Desert,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,46,buck_deer.xlsx,,,,,
DB1794,"Wasatch Mtns, East",Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,271,buck_deer.xlsx,,,,,
DB1795,"Wasatch Mtns, West",Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,701,buck_deer.xlsx,,,,,
DB1798,Zion,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,256,buck_deer.xlsx,,,,,
DB1799,Chalk Creek,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,292,buck_deer.xlsx,,,,,
DB1800,East Canyon,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,186,buck_deer.xlsx,,,,,
DB1801,Morgan-South Rich,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,211,buck_deer.xlsx,,,,,
DB1802,"Beaver, East",Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,61,buck_deer.xlsx,,,,,
DB1803,"Beaver, West",Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,44,buck_deer.xlsx,,,,,
DB1804,Cedar/Stansbury,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,42,buck_deer.xlsx,,,,,
DB1805,Oquirrh/Tintic,Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,65,buck_deer.xlsx,,,,,
DB1806,"West Desert, Swasey",Male Only,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,36,buck_deer.xlsx,,,,,
DS1002,"Kaiparowits, East",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Conservation,"Sept 13, 2025 - Dec 31, 2025",1,0,1,desert sheep ram.csv,,,,,
DS1003,"Kaiparowits, Escalante East/West",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Conservation,"Sept 12 - Nov 10, 2026",1,0,1,desert sheep ram.csv,,,,,
DS1004,"San Rafael, Dirty Devil",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Conservation,"Sept 13 - Dec 31, 2025",1,0,1,desert sheep ram.csv,,,,,
DS1006,"Kaiparowits, West",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Conservation,"Sept 13, 2025 - Dec 31, 2025",1,0,1,desert sheep ram.csv,,,,,
DS1007,"San Rafael, South",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Conservation,"Sept 13, 2025 - Dec 31, 2025",1,0,1,desert sheep ram.csv,,,,,
DS6600,Henry Mtns,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,0,3,desert sheep ram.xlsx,3,0,3,hunt_join_2025.1.csv,
DS6601,"Kaiparowits, East",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,10,3,13,desert sheep ram.xlsx,10,2,12,hunt_join_2025.1.csv,
DS6603,"Kaiparowits, West",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,1,4,desert sheep ram.xlsx,4,1,5,hunt_join_2025.1.csv,
DS6604,"La Sal, Potash/South Cisco",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,8,0,8,desert sheep ram.xlsx,6,0,6,hunt_join_2025.1.csv,
DS6605,"Pine Valley, Beaver Dam",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Conservation,"Sept 13, 2025 - Dec 31, 2025",1,0,1,desert sheep ram.csv,,,,,
DS6606,"San Juan, Lockhart",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,2,0,2,desert sheep ram.xlsx,2,0,2,hunt_join_2025.1.csv,
DS6607,"San Juan, South",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,2,0,2,desert sheep ram.xlsx,2,0,2,hunt_join_2025.1.csv,
DS6608,"San Rafael, Dirty Devil",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,1,4,desert sheep ram.xlsx,5,2,7,hunt_join_2025.1.csv,
DS6609,"San Rafael, North",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,8,0,8,desert sheep ram.xlsx,8,0,8,hunt_join_2025.1.csv,
DS6610,"San Rafael, South",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,10,2,12,desert sheep ram.xlsx,10,2,12,hunt_join_2025.1.csv,
DS6611,Zion,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,0,3,desert sheep ram.xlsx,3,0,3,hunt_join_2025.1.csv,
DS6620,"Pine Valley, Virgin River",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 24 2026 - Dec 25 2026,3,0,3,desert sheep ram.xlsx,3,0,3,hunt_join_2025.1.csv,
DS6621,"Pine Valley, Beaver Dam",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 24 2026 - Dec 25 2026,2,0,2,desert sheep ram.xlsx,5,0,5,hunt_join_2025.1.csv,
DS6622,"San Juan, North",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,0,3,desert sheep ram.xlsx,3,0,3,hunt_join_2025.1.csv,
DS6623,"San Juan, San Juan River",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,2,0,2,desert sheep ram.xlsx,2,0,2,hunt_join_2025.1.csv,
DS6624,"San Rafael, Dirty Devil",Male Only,Desert Bighorn Sheep,Archery,Once-in-a-lifetime,Nov 11 2026 - Dec 17 2026,2,0,2,desert sheep ram.xlsx,2,0,2,hunt_join_2025.1.csv,
DS6625,Mineral Mtns,Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,4,0,4,desert sheep ram.xlsx,3,0,3,hunt_join_2025.1.csv,
DS6626,"Escalante, East",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,5,2,7,desert sheep ram.xlsx,5,2,7,hunt_join_2025.1.csv,
DS6627,"Escalante, West",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,0,3,desert sheep ram.xlsx,3,0,3,hunt_join_2025.1.csv,
EA1010,"Cache, Rich",Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,31,4,35,antlerless elk.xlsx,18,2,20,hunt_join_2025.1.csv,
EA1011,"Cache, Richards Hollow",Antlerless,Elk,Any Legal Weapon,General Season,Nov 15 2025 - Dec 31 2025,18,2,20,antlerless elk.xlsx,9,1,10,hunt_join_2025.1.csv,
EA1012,"Cache, Richmond Hyde Park",Antlerless,Elk,Any Legal Weapon,General Season,Aug 01 2025 - Dec 01 2025,1,1,2,antlerless elk.xlsx,,,,,
EA1013,"Manti, Central",Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,63,7,70,antlerless elk.xlsx,63,7,70,hunt_join_2025.1.csv,
EA1015,"Manti, Ferron Canyon",Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,63,7,70,antlerless elk.xlsx,63,7,70,hunt_join_2025.1.csv,
EA1017,"Manti, Gordon Creek-Price Canyon",Antlerless,Elk,Any Legal Weapon,General Season,Nov 27 2025 - Jan 31 2026,90,10,100,antlerless elk.xlsx,90,10,100,hunt_join_2025.1.csv,
EA1018,"Manti, Horn Mtn",Antlerless,Elk,Any Legal Weapon,General Season,Nov 19 2025 - Dec 31 2025,54,6,60,antlerless elk.xlsx,54,6,60,hunt_join_2025.1.csv,
EA1020,"Manti, Mohrland-Stump Flat",Antlerless,Elk,Any Legal Weapon,General Season,Nov 27 2025 - Jan 31 2026,108,12,120,antlerless elk.xlsx,108,12,120,hunt_join_2025.1.csv,
EA1021,Nebo,Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,252,28,280,antlerless elk.xlsx,207,23,230,hunt_join_2025.1.csv,
EA1022,"Manti, North",Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,270,30,300,antlerless elk.xlsx,270,30,300,hunt_join_2025.1.csv,
EA1023,"Manti, South",Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,90,10,100,antlerless elk.xlsx,90,10,100,hunt_join_2025.1.csv,
