hunt_code,residency,user_points,species,unit,weapon,public_permits_2025,public_permits_2026,max_point_permits,random_permits,guaranteed_at,current_guaranteed_at,guaranteed_delta_2025_to_2026,permit_delta_2025_to_2026,applicants_above,applicants_at_point,projected_draw_odds,gap_to_guaranteed,delta_gap,trend,trend_label,hunt_point_summary_title,hunt_point_summary_guaranteed,hunt_point_summary_points,hunt_point_summary_status,hunt_point_summary_odds,hunt_point_summary_trend
BI6500,Nonresident,1,Bison,Antelope Island,Any Legal Weapon,,,0,0,0,,0,0,0,0,0.000,-1,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 1 pts,Status: 1 pts above guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: GREEN
BI6500,Nonresident,0,Bison,Antelope Island,Any Legal Weapon,,,0,0,0,,0,0,0,0,0.000,0,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 0 pts,Your Points: 0 pts,Status: At guaranteed,Estimated Draw Odds: 0.000% from remaining pool,Trend: GREEN
BI6500,Resident,32,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,0,0,100.000,-1,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 32 pts,Status: 1 pts above guaranteed,Estimated Draw Odds: 100.000% in max pool,Trend: GREEN
BI6500,Resident,31,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,0,1,50.075,0,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 31 pts,Status: At guaranteed,Estimated Draw Odds: 100.000% in max pool,Trend: GREEN
BI6500,Resident,30,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,1,3,0.102,1,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 30 pts,Status: 1 pts short of guaranteed,Estimated Draw Odds: 0.102% from remaining pool,Trend: GREEN
BI6500,Resident,29,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,4,12,0.110,2,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 29 pts,Status: 2 pts short of guaranteed,Estimated Draw Odds: 0.110% from remaining pool,Trend: GREEN
BI6500,Resident,28,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,16,15,0.110,3,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 28 pts,Status: 3 pts short of guaranteed,Estimated Draw Odds: 0.110% from remaining pool,Trend: GREEN
BI6500,Resident,27,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,31,24,0.122,4,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 27 pts,Status: 4 pts short of guaranteed,Estimated Draw Odds: 0.122% from remaining pool,Trend: GREEN
BI6500,Resident,26,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,55,24,0.108,5,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 26 pts,Status: 5 pts short of guaranteed,Estimated Draw Odds: 0.108% from remaining pool,Trend: GREEN
BI6500,Resident,25,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,79,33,0.100,6,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 25 pts,Status: 6 pts short of guaranteed,Estimated Draw Odds: 0.100% from remaining pool,Trend: GREEN
BI6500,Resident,24,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,112,41,0.078,7,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 24 pts,Status: 7 pts short of guaranteed,Estimated Draw Odds: 0.078% from remaining pool,Trend: GREEN
BI6500,Resident,23,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,153,38,0.090,8,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 23 pts,Status: 8 pts short of guaranteed,Estimated Draw Odds: 0.090% from remaining pool,Trend: GREEN
BI6500,Resident,22,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,191,36,0.082,9,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 22 pts,Status: 9 pts short of guaranteed,Estimated Draw Odds: 0.082% from remaining pool,Trend: GREEN
BI6500,Resident,21,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,227,39,0.074,10,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 21 pts,Status: 10 pts short of guaranteed,Estimated Draw Odds: 0.074% from remaining pool,Trend: GREEN
BI6500,Resident,20,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,266,30,0.064,11,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 20 pts,Status: 11 pts short of guaranteed,Estimated Draw Odds: 0.064% from remaining pool,Trend: GREEN
BI6500,Resident,19,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,296,48,0.066,12,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 19 pts,Status: 12 pts short of guaranteed,Estimated Draw Odds: 0.066% from remaining pool,Trend: GREEN
BI6500,Resident,18,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,344,39,0.064,13,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 18 pts,Status: 13 pts short of guaranteed,Estimated Draw Odds: 0.064% from remaining pool,Trend: GREEN
BI6500,Resident,17,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,383,36,0.060,14,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 17 pts,Status: 14 pts short of guaranteed,Estimated Draw Odds: 0.060% from remaining pool,Trend: GREEN
BI6500,Resident,16,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,419,54,0.052,15,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 16 pts,Status: 15 pts short of guaranteed,Estimated Draw Odds: 0.052% from remaining pool,Trend: GREEN
BI6500,Resident,15,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,473,54,0.064,16,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 15 pts,Status: 16 pts short of guaranteed,Estimated Draw Odds: 0.064% from remaining pool,Trend: GREEN
BI6500,Resident,14,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,527,63,0.034,17,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 14 pts,Status: 17 pts short of guaranteed,Estimated Draw Odds: 0.034% from remaining pool,Trend: GREEN
BI6500,Resident,13,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,590,88,0.032,18,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 13 pts,Status: 18 pts short of guaranteed,Estimated Draw Odds: 0.032% from remaining pool,Trend: GREEN
BI6500,Resident,12,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,678,67,0.050,19,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 12 pts,Status: 19 pts short of guaranteed,Estimated Draw Odds: 0.050% from remaining pool,Trend: GREEN
BI6500,Resident,11,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,745,93,0.046,20,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 11 pts,Status: 20 pts short of guaranteed,Estimated Draw Odds: 0.046% from remaining pool,Trend: GREEN
BI6500,Resident,10,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,838,109,0.040,21,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 10 pts,Status: 21 pts short of guaranteed,Estimated Draw Odds: 0.040% from remaining pool,Trend: GREEN
BI6500,Resident,9,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,947,155,0.050,22,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 9 pts,Status: 22 pts short of guaranteed,Estimated Draw Odds: 0.050% from remaining pool,Trend: GREEN
BI6500,Resident,8,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,1102,157,0.046,23,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 8 pts,Status: 23 pts short of guaranteed,Estimated Draw Odds: 0.046% from remaining pool,Trend: GREEN
BI6500,Resident,7,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,1259,181,0.018,24,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 7 pts,Status: 24 pts short of guaranteed,Estimated Draw Odds: 0.018% from remaining pool,Trend: GREEN
BI6500,Resident,6,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,1440,182,0.016,25,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 6 pts,Status: 25 pts short of guaranteed,Estimated Draw Odds: 0.016% from remaining pool,Trend: GREEN
BI6500,Resident,5,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,1622,255,0.034,26,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 5 pts,Status: 26 pts short of guaranteed,Estimated Draw Odds: 0.034% from remaining pool,Trend: GREEN
BI6500,Resident,4,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,1877,254,0.010,27,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 4 pts,Status: 27 pts short of guaranteed,Estimated Draw Odds: 0.010% from remaining pool,Trend: GREEN
BI6500,Resident,3,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,2131,286,0.010,28,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 3 pts,Status: 28 pts short of guaranteed,Estimated Draw Odds: 0.010% from remaining pool,Trend: GREEN
BI6500,Resident,2,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,2417,341,0.014,29,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 2 pts,Status: 29 pts short of guaranteed,Estimated Draw Odds: 0.014% from remaining pool,Trend: GREEN
BI6500,Resident,1,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,2758,0,0.002,30,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 1 pts,Status: 30 pts short of guaranteed,Estimated Draw Odds: 0.002% from remaining pool,Trend: GREEN
BI6500,Resident,0,Bison,Antelope Island,Any Legal Weapon,2,2,1,1,31,31,0,0,2758,489,0.004,31,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 31 pts,Your Points: 0 pts,Status: 31 pts short of guaranteed,Estimated Draw Odds: 0.004% from remaining pool,Trend: GREEN
BI6503,Nonresident,32,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,0,0,100.000,-2,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 32 pts,Status: 2 pts above guaranteed,Estimated Draw Odds: 100.000% in max pool,Trend: GREEN
BI6503,Nonresident,31,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,0,0,100.000,-1,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 31 pts,Status: 1 pts above guaranteed,Estimated Draw Odds: 100.000% in max pool,Trend: GREEN
BI6503,Nonresident,30,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,0,1,50.041,0,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 30 pts,Status: At guaranteed,Estimated Draw Odds: 100.000% in max pool,Trend: GREEN
BI6503,Nonresident,29,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,1,3,0.088,1,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 29 pts,Status: 1 pts short of guaranteed,Estimated Draw Odds: 0.088% from remaining pool,Trend: GREEN
BI6503,Nonresident,28,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,4,7,0.082,2,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 28 pts,Status: 2 pts short of guaranteed,Estimated Draw Odds: 0.082% from remaining pool,Trend: GREEN
BI6503,Nonresident,27,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,11,16,0.084,3,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 27 pts,Status: 3 pts short of guaranteed,Estimated Draw Odds: 0.084% from remaining pool,Trend: GREEN
BI6503,Nonresident,26,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,27,8,0.070,4,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 26 pts,Status: 4 pts short of guaranteed,Estimated Draw Odds: 0.070% from remaining pool,Trend: GREEN
BI6503,Nonresident,25,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,35,15,0.064,5,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 25 pts,Status: 5 pts short of guaranteed,Estimated Draw Odds: 0.064% from remaining pool,Trend: GREEN
BI6503,Nonresident,24,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,50,13,0.072,6,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 24 pts,Status: 6 pts short of guaranteed,Estimated Draw Odds: 0.072% from remaining pool,Trend: GREEN
BI6503,Nonresident,23,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,63,31,0.076,7,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 23 pts,Status: 7 pts short of guaranteed,Estimated Draw Odds: 0.076% from remaining pool,Trend: GREEN
BI6503,Nonresident,22,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,94,11,0.074,8,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 22 pts,Status: 8 pts short of guaranteed,Estimated Draw Odds: 0.074% from remaining pool,Trend: GREEN
BI6503,Nonresident,21,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,105,20,0.058,9,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 21 pts,Status: 9 pts short of guaranteed,Estimated Draw Odds: 0.058% from remaining pool,Trend: GREEN
BI6503,Nonresident,20,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,125,27,0.044,10,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 20 pts,Status: 10 pts short of guaranteed,Estimated Draw Odds: 0.044% from remaining pool,Trend: GREEN
BI6503,Nonresident,19,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,152,26,0.058,11,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 19 pts,Status: 11 pts short of guaranteed,Estimated Draw Odds: 0.058% from remaining pool,Trend: GREEN
BI6503,Nonresident,18,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,178,34,0.044,12,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 18 pts,Status: 12 pts short of guaranteed,Estimated Draw Odds: 0.044% from remaining pool,Trend: GREEN
BI6503,Nonresident,17,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,212,345,0.044,13,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 17 pts,Status: 13 pts short of guaranteed,Estimated Draw Odds: 0.044% from remaining pool,Trend: GREEN
BI6503,Nonresident,16,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,557,173,0.036,14,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 16 pts,Status: 14 pts short of guaranteed,Estimated Draw Odds: 0.036% from remaining pool,Trend: GREEN
BI6503,Nonresident,15,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,730,136,0.034,15,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 15 pts,Status: 15 pts short of guaranteed,Estimated Draw Odds: 0.034% from remaining pool,Trend: GREEN
BI6503,Nonresident,14,Bison,Henry Mtns,Any Legal Weapon,2,2,1,1,30,30,0,0,866,138,0.038,16,-1,GREEN,Catching Up,HUNT POINT SUMMARY,Guaranteed At: 30 pts,Your Points: 14 pts,Status: 16 pts short of guaranteed,Estimated Draw Odds: 0.038% from remaining pool,Trend: GREEN
