hunt_code,residency,points,public_permits_2025,public_permits_2026,public_permits_2026_source,max_point_permits_2025,max_point_permits_2026,random_permits_2025,random_permits_2026,guaranteed_at_2025,guaranteed_at_2026,permit_delta_2025_to_2026,projected_applicants_2026_source,guaranteed_delta_2025_to_2026,applicants_above,applicants_at_level,random_draw_odds_2026,gap,delta_gap,status,trend,draw_outlook
EA1280,Nonresident,28,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-28,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,27,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-27,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,26,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-26,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,25,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-25,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,24,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-24,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,23,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-23,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,22,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-22,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,21,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-21,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,20,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-20,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,19,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-19,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,18,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-18,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,17,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-17,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,16,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-16,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,15,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-15,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,14,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-14,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,13,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-13,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,12,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-12,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,11,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-11,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,10,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-10,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,9,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-9,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,8,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-8,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,7,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-7,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,6,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-6,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,5,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-5,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,4,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-4,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,3,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-3,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,2,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-2,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,1,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,-1,-1,MAX POOL,GREEN,GREEN LIGHT
EA1280,Nonresident,0,5,18,posted_2026,5,18,0,0,0,0,13,projected_2026,0,0,0,,0,-1,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,32,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-32,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,31,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-31,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,30,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-30,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,29,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-29,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,28,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-28,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,27,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-27,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,26,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-26,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,25,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-25,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,24,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-24,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,23,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-23,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,22,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-22,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,21,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-21,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,20,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-20,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,19,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-19,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,18,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-18,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,17,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-17,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,16,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-16,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,15,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-15,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,14,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-14,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,13,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-13,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,12,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-12,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,11,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-11,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,10,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-10,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,9,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-9,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,8,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-8,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,7,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-7,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,6,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-6,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,5,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-5,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,4,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-4,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,3,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-3,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,2,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-2,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,1,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,0,,-1,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Resident,0,54,67,posted_2026,54,67,0,0,1,0,13,projected_2026,-1,0,8,,0,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,32,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-32,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,31,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-31,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,30,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-30,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,29,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-29,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,28,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-28,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,27,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-27,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,26,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-26,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,25,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-25,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,24,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-24,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,23,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-23,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,22,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-22,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,21,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-21,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,20,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-20,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,19,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-19,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,18,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-18,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,17,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-17,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,16,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-16,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,15,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-15,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,14,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-14,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,13,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-13,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,12,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-12,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,11,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-11,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,10,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-10,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,9,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-9,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,8,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-8,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,7,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-7,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,6,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-6,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,5,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-5,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,4,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-4,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,3,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-3,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,2,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-2,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,1,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,0,,-1,-2,MAX POOL,GREEN,GREEN LIGHT
EA1281,Nonresident,0,7,8,posted_2026,7,8,0,0,1,0,1,projected_2026,-1,0,2,,0,-2,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,32,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-32,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,31,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-31,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,30,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-30,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,29,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-29,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,28,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-28,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,27,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-27,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,26,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-26,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,25,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-25,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,24,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-24,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,23,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-23,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,22,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-22,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,21,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-21,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,20,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-20,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,19,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-19,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,18,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-18,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,17,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-17,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,16,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-16,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,15,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-15,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,14,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-14,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,13,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-13,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,12,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-12,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,11,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-11,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,10,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-10,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,9,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-9,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,8,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-8,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,7,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-7,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,6,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-6,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,5,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-5,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,4,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-4,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,3,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-3,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,2,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-2,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,1,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,-1,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Resident,0,10,180,posted_2026,10,180,0,0,0,0,170,projected_2026,0,0,0,,0,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,32,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-32,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,31,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-31,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,30,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-30,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,29,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-29,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,28,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-28,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,27,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-27,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,26,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-26,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,25,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-25,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,24,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-24,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,23,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-23,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,22,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-22,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,21,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-21,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,20,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-20,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,19,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-19,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,18,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-18,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,17,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-17,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,16,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-16,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,15,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-15,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,14,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-14,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,13,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-13,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,12,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-12,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,11,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-11,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,10,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-10,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,9,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-9,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,8,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-8,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,7,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-7,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,6,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-6,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,5,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-5,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,4,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-4,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,3,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-3,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,2,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-2,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,1,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,-1,-1,MAX POOL,GREEN,GREEN LIGHT
EA1282,Nonresident,0,2,20,posted_2026,2,20,0,0,0,0,18,projected_2026,0,0,0,,0,-1,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,32,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-31,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,31,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-30,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,30,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-29,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,29,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-28,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,28,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-27,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,27,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-26,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,26,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-25,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,25,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-24,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,24,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-23,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,23,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-22,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,22,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-21,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,21,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-20,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,20,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-19,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,19,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-18,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,18,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-17,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,17,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-16,-2,MAX POOL,GREEN,GREEN LIGHT
EA1283,Resident,16,29,31,posted_2026,29,31,0,0,2,1,2,projected_2026,-1,0,0,,-15,-2,MAX POOL,GREEN,GREEN LIGHT
