hunt_code,residency,points,public_permits_2025,public_permits_2026,public_permits_2026_source,max_point_permits_2025,max_point_permits_2026,random_permits_2025,random_permits_2026,guaranteed_at_2025,guaranteed_at_2026,permit_delta_2025_to_2026,projected_applicants_2026_source,guaranteed_delta_2025_to_2026,applicants_above,applicants_at_level,random_draw_odds_2026,gap,delta_gap,status,trend,draw_outlook
DB1085,Resident,8,12,13,posted_2026,6,7,6,6,7,4,1,projected_2026,-3,0,0,0.000,-4,-4,MAX POOL,GREEN,GREEN LIGHT
DB1085,Resident,7,12,13,posted_2026,6,7,6,6,7,4,1,projected_2026,-3,0,3,0.000,-3,-4,MAX POOL,GREEN,GREEN LIGHT
DB1085,Resident,6,12,13,posted_2026,6,7,6,6,7,4,1,projected_2026,-3,3,2,0.000,-2,-4,MAX POOL,GREEN,GREEN LIGHT
DB1085,Resident,5,12,13,posted_2026,6,7,6,6,7,4,1,projected_2026,-3,5,1,91.375,-1,-4,MAX POOL,GREEN,GREEN LIGHT
DB1085,Resident,4,12,13,posted_2026,6,7,6,6,7,4,1,projected_2026,-3,6,1,87.460,0,-4,MAX POOL,GREEN,GREEN LIGHT
DB1085,Resident,3,12,13,posted_2026,6,7,6,6,7,4,1,projected_2026,-3,7,3,82.065,1,-4,ON EDGE,GREEN,MAY DRAW IN 5-10 YEARS
DB1085,Resident,2,12,13,posted_2026,6,7,6,6,7,4,1,projected_2026,-3,10,3,73.985,2,-4,BEHIND,GREEN,MAY DRAW IN 5-10 YEARS
DB1085,Resident,1,12,13,posted_2026,6,7,6,6,7,4,1,projected_2026,-3,13,0,60.305,3,-4,BEHIND,GREEN,MAY DRAW IN 5-10 YEARS
DB1085,Resident,0,12,13,posted_2026,6,7,6,6,7,4,1,projected_2026,-3,13,2,38.040,4,-4,BEHIND,GREEN,MAY DRAW IN 5-10 YEARS
DB1085,Nonresident,32,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,31.770,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,31,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,31.835,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,30,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,30.935,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,29,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,30.470,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,28,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,29.600,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,27,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,28.910,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,26,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,27.990,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,25,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,27.010,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,24,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,26.855,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,23,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,25.545,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,22,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,25.160,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,21,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,23.880,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,20,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,23.485,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,19,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,22.695,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,18,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,21.535,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,17,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,21.290,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,16,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,1,20.265,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,15,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,1,0,18.860,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,14,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,1,0,18.215,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,13,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,1,1,16.820,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,12,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,2,0,15.745,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,11,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,2,0,15.175,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,10,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,2,0,13.780,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,9,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,2,1,12.510,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,8,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,3,1,11.465,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,7,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,4,2,10.245,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,6,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,6,0,8.855,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,5,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,6,0,7.780,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,4,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,6,0,7.035,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,3,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,6,0,5.550,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,2,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,6,1,4.310,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,1,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,7,0,2.830,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1085,Nonresident,0,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,7,0,1.325,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Resident,32,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-25,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,31,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-24,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,30,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-23,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,29,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-22,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,28,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-21,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,27,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-20,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,26,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-19,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,25,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-18,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,24,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-17,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,23,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-16,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,22,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-15,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,21,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-14,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,20,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-13,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,19,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-12,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,18,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-11,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,17,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-10,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,16,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-9,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,15,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-8,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,14,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-7,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,13,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-6,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,12,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-5,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,11,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-4,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,10,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,0,0.000,-3,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,9,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,0,1,0.000,-2,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,8,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,1,0,0.000,-1,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,7,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,1,0,0.000,0,-3,MAX POOL,GREEN,GREEN LIGHT
DB1086,Resident,6,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,1,3,24.690,1,-3,ON EDGE,GREEN,MAY DRAW IN 5-10 YEARS
DB1086,Resident,5,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,4,5,21.385,2,-3,BEHIND,GREEN,MAY DRAW IN 5-10 YEARS
DB1086,Resident,4,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,9,2,18.470,3,-3,BEHIND,GREEN,MAY DRAW IN 5-10 YEARS
DB1086,Resident,3,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,11,3,14.995,4,-3,BEHIND,GREEN,MAY DRAW IN 5-10 YEARS
DB1086,Resident,2,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,14,4,11.585,5,-3,BEHIND,GREEN,MAY DRAW IN 5-10 YEARS
DB1086,Resident,1,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,18,0,7.760,6,-3,BEHIND,GREEN,LONG ODDS
DB1086,Resident,0,5,6,posted_2026,3,3,2,3,9,7,1,projected_2026,-2,18,5,3.955,7,-3,BEHIND,GREEN,LONG ODDS
DB1086,Nonresident,32,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,69.060,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,31,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,68.325,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,30,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,66.955,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,29,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,67.310,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,28,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,65.895,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,27,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,64.730,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,26,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,63.850,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,25,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,63.885,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,24,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,62.860,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,23,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,62.050,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,22,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,59.480,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,21,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,59.500,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,20,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,58.450,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,19,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,57.090,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,18,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,56.015,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,17,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,54.055,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,16,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,52.535,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,15,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,51.445,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,14,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,49.765,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,13,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,48.465,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,12,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,45.510,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,11,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,44.630,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,10,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,42.340,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,9,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,40.190,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,8,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,0,38.085,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,7,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,0,1,34.750,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,6,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,1,0,32.075,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,5,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,1,0,28.380,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,4,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,1,0,24.905,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,3,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,1,1,21.640,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,2,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,2,1,16.450,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,1,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,3,0,11.940,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1086,Nonresident,0,1,1,posted_2026,0,0,1,1,,,0,projected_2026,,3,0,6.445,,,RANDOM ONLY,,RANDOM DRAW ONLY
DB1087,Resident,32,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-29,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,31,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-28,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,30,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-27,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,29,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-26,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,28,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-25,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,27,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-24,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,26,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-23,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,25,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-22,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,24,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-21,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,23,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-20,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,22,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-19,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,21,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-18,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,20,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-17,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,19,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-16,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,18,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-15,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,17,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-14,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,16,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-13,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,15,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-12,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,14,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-11,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,13,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-10,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,12,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-9,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,11,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-8,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,10,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-7,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,9,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-6,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,8,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-5,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,7,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-4,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,6,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,0,0.000,-3,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,5,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,0,5,0.000,-2,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,4,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,5,4,0.000,-1,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,3,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,9,6,0.000,0,-3,MAX POOL,GREEN,GREEN LIGHT
DB1087,Resident,2,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,15,9,96.730,1,-3,ON EDGE,GREEN,MAY DRAW IN 5-10 YEARS
DB1087,Resident,1,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,24,0,91.080,2,-3,BEHIND,GREEN,MAY DRAW IN 5-10 YEARS
DB1087,Resident,0,29,36,posted_2026,15,18,14,18,5,3,7,projected_2026,-2,24,16,71.355,3,-3,BEHIND,GREEN,MAY DRAW IN 5-10 YEARS
DB1087,Nonresident,32,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-26,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,31,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-25,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,30,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-24,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,29,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-23,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,28,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-22,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,27,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-21,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,26,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-20,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,25,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-19,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,24,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-18,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,23,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-17,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,22,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-16,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,21,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-15,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,20,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-14,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,19,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-13,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,18,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-12,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,17,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-11,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,16,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-10,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,15,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-9,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,14,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-8,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,13,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,0,0.000,-7,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,12,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,0,2,93.315,-6,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,11,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,2,0,91.905,-5,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,10,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,2,0,91.360,-4,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,9,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,2,0,89.840,-3,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,8,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,2,0,88.540,-2,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,7,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,2,0,86.550,-1,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,6,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,2,0,84.690,0,-7,MAX POOL,GREEN,GREEN LIGHT
DB1087,Nonresident,5,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,2,1,81.810,1,-7,ON EDGE,GREEN,MAY DRAW IN 5-10 YEARS
DB1087,Nonresident,4,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,3,0,77.880,2,-7,BEHIND,GREEN,MAY DRAW IN 5-10 YEARS
DB1087,Nonresident,3,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,3,0,73.235,3,-7,BEHIND,GREEN,MAY DRAW IN 5-10 YEARS
DB1087,Nonresident,2,3,4,posted_2026,2,2,1,2,12,6,1,projected_2026,-6,3,0,65.140,4,-7,BEHIND,GREEN,MAY DRAW IN 5-10 YEARS
